ID	Cote	Date_categorie	Datation	Contenu	Lien à la page	Ecriture	Formalité	Nombre de lignes par page complète	Nombre de colonnes	Gallica
514	AIX-EN-PROVENCE, Bibliothèque municipale, 0021 (0398)	15 (2/3)	1460-1470 circa)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7112&VUE_ID=1245770	Textualis	Formata	17	1	
1333	PARIS, Bibliothèque de l'Assemblée Nationale, 0011	15 (3/3)	1480 circa)	Heures à l'usage de Rome, [Heures de Croy]						
148	BESANCON, Bibliothèque municipale, 0050	15 (2/3)	1425-1450	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7684&VUE_ID=1253758	Textualis	Formata	17	1	
199	CLERMONT-FERRAND, Bibliothèque municipale (Bibliothèque du Patrimoine), 1526	15 (3/3)	1475-1500	Heures à l'usage de Clermont	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12140&VUE_ID=1325556	Textualis	Libraria	20	1	
1880	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 638	15-16	1480-1510			Cursiva	Formata	17		http://gallica.bnf.fr/ark:/12148/btv1b55008559f.r=.langFR
1876	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 634	15	14..							oo
1305	AUTUN, Bibliothèque municipale, S 196 (2)	15 (3/3)	1480-1500	Heures (fragment)						
623	ROUEN, Bibliothèque municipale, 0348 (Y. 150)	15	1401-1500	Heures						
565	PARIS, Bibliothèque Mazarine, 0469	15	1401-1500	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=14062&VUE_ID=1373128	Textualis	Formata	14	1	
1845	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 436	15	14..							oo
190	CHANTILLY, Bibliothèque du château, 0086 (1178)	16 (1/3)	1516-1519)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=205&VUE_ID=130371	Textualis	Formata	16	1	
164	BESANCON, Bibliothèque municipale, 0151	15 (2/3)	1440-1460	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7727&VUE_ID=1254979	Textualis	Formata	21	1	
270	REIMS, Bibliothèque municipale, 0359 (N. Fonds)	15	1401-1500	"Heures ; Vie de ste Marguerite, en vers"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=2407&VUE_ID=625659	Textualis	Formata	18	1	
1620	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13283	15 (2/3)	1450?			Textualis	Formata	13	1	oo
470	LYON, Bibliothèque municipale, 6023	15 (2/3)	1440 circa)	Heures à l'usage d'Avranches	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12538&VUE_ID=1337022	Textualis	Formata	15	1	
1507	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1388	15 (2/3)	1454-1500			Textualis	Libraria		1	oo
1786	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3211	15 (2/3)	1450-1455?			Textualis	Libraria		1	oo
1909	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1189	15	14..							oo
316	TOURS, Bibliothèque municipale, 0220	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8371&VUE_ID=1267324	Textualis	Formata	14	1	
118	AIX-EN-PROVENCE, Bibliothèque municipale, 0019 (0620)	15 (3/3)	1470-1471 circa)	Heures du Roi René (Les)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7110&VUE_ID=1245676	Textualis	Formata	12	1	
320	TOURS, Bibliothèque municipale, 0226	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8377&VUE_ID=1267349	Textualis	Formata	13	1	
458	CLERMONT-FERRAND, Bibliothèque municipale (Bibliothèque du Patrimoine), 0085 (080)	15 (3/3)	1480-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12103&VUE_ID=1325260	Textualis	Formata	20	1	
734	LILLE, Bibliothèque municipale, 052 (096)	16	1501-1600	Heures						
1616	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13278	15 (2/3)	1430-1450			Textualis	Formata	16	1	oo
1653	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 14830	15 (3/3)	1480-1500			Hybrida	Formata	22	1	oo
1372	PARIS, Bibliothèque nationale de France, Manuscrits, Smaf 81-01	15 (3/3)	1460-1480)	Heures à l'usage de Rome						
255	PARIS, Musée Jacquemart-André, MJAP-Ms 1312	14	1301-1400	Heures à l'usage de Paris, ms. attribué à Jeanne de Savoie						
1242	VERDUN, Musée de la Princerie, 0027	16 (3/3)	1599)	Heures à l'usage de Reims						
253	PARIS, Bibliothèque Sainte-Geneviève, 2683	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=13458&VUE_ID=1360981	Textualis	Formata		1	
631	ROUEN, Bibliothèque municipale, suppl. * (Martainville 0164)	15	1401-1500	Heures, calendrier en français						
321	TOURS, Bibliothèque municipale, 0228	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8379&VUE_ID=1267387	Cursiva	Libraria	17	1	
843	CAEN, Bibliothèque municipale, 0013 (353 in-4° 026)	15 (2/3)	1451-1475	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3673&VUE_ID=859144	Textualis	Formata	14	1	
249	ORLEANS, Médiathèque, 0138 (115)	15 (2/3)	1455 ca	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8902&VUE_ID=1273140	Cursiva	Libraria	18	1	
1451	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1182	15 (3/3)	1475-1500			Textualis	Formata	20	1	oo
1515	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1396	15 (2/2)	1451-1500			Textualis	Libraria		1	oo
276	SAUMUR, Château-Musée, 0002	16 (3/3)	1598)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1377&VUE_ID=422514	Textualis	Formata	16	1	
1285	RODEZ, Bibliothèque de la Société des lettres de l'Aveyron, 001	15 (3/3)	1485 circa)	Heures à l'usage de Troyes, enluminé par Jean Colombe	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3579&VUE_ID=840649	Cursiva	Formata	19	1	
1154	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0071	14-15	1385-1415	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17601&VUE_ID=1432724	Textualis	Formata	13	1	
1571	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10542	15 (1/3)	1400?-1425?			Textualis	Libraria/Formata		1	oo
1702	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 844	15	1401-1500						1	oo
950	NANCY, Bibliothèque municipale, 0021 (0240)	14 (2/2)	1351-1400	"Heures dites de ""sainte Delphine de Sabran"""						
616	ROUEN, Bibliothèque municipale, 0341 (A. 596)	15	1401-1500	Heures						
1248	ANGERS, Musée des Beaux-Arts, 2003.1.076	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1411&VUE_ID=426402	Textualis	Formata	16	1	
1136	BLOIS, Musée diocésain d'Art religieux, inv. 84-1-295	15	1401-1500	"Heures ; Office de la Sainte Vierge"						
333	TOULOUSE, Bibliothèque municipale, 0137	16	1501-1600	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=518&VUE_ID=254510	Textualis	Libraria	18	1	
1898	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 656	15 (2/2)	1451-1500			Textualis	Formata	18		http://gallica.bnf.fr/ark:/12148/btv1b550092764.r=.langFR
1663	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18019	15 (2/2)	1451-1500						1	oo
1445	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1176	15 (2/3)	1450?			Textualis	Formata	16	1	http://gallica.bnf.fr/ark:/12148/btv1b8528584r.r=.langFR
1729	Paris, Bibl. Nat. Smith-Lesouëf 23	15 (2/2)	1451-1500						1	oo
737	LILLE, Bibliothèque municipale, 056 (224)	15	1401-1500	Heures et prières						
1503	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1384	15 (2/3)	1450-1475			Textualis	Formata	15	1	oo
1530	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1412	15 (3/3)	1469-1472			Cursiva	Libraria	20	1	oo
1418	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1073A	14-15	1380-1420			Textualis	Libraria		1	http://gallica.bnf.fr/ark:/12148/btv1b90665847
183	CHAMBERY, Bibliothèque municipale, 001	15 (3/3)	1470 circa	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12845&VUE_ID=1341333	Cursiva	Formata	16	1	
158	BESANCON, Bibliothèque municipale, 0141	15 (2/3)	1460-1470 circa)	Heures à l'usage de Langres	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7719&VUE_ID=1254530	Textualis	Formata	22	1	
810	BORDEAUX, Bibliothèque municipale, 0094	14 (2/2)	1351-1400			Textualis meridionalis	Formata	13	1	oo
695	MONTPELLIER, Bibliothèque de la Société Archéologique, 107	14	1301-1400	Heures latines de la Vierge (diocèse d'Albi), avec prières et formules magiques, dont plusieurs en languedocien						
1281	SAINT-ETIENNE, Bibliothèque municipale, 0561	15 (2/3)	1455 circa)	Heures à l'usage de Bourges						
1112	BAILLEUL, Musée Benoît de Puydt, Inv. 992.7.3	15	1401-1500	"Heures flamandes ; Règles de Saint Augustin provenant du couvent des soeurs Augustines de Bailleul"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=18449&VUE_ID=1559226	Textualis	Formata	15	1	
407	SENS, Bibliothèque municipale, 033	15	1401-1500	Heures						
252	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 196	15	1401-1500	"Psautier-heures à l'usage des Carmes ; Charte concernant la vicomté de Turenne"						oo
580	DOUAI, Bibliothèque municipale, 0189	15 (3/3)	1467-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=10871&VUE_ID=1303195	Textualis	Formata	16	1	
1119	BLOIS, Musée des Beaux-Arts, Inv. 861.1.12	15-16	1500 circa)	Heures (enluminure : Job et ses amis)						
1831	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 417	15 (3/3)	1480 ca			Cursiva	Formata			oo
1088	BAYEUX, Bibliothèque municipale, 0183	15 (2/3)	1440-1460	Heures à l'usage du diocèse de Coutances	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4465&VUE_ID=975612	Textualis	Formata	14	1	
603	PROVINS, Bibliothèque municipale, 022	15	1401-1500	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4281&VUE_ID=944518	Textualis	Formata	15	1	
120	AMIENS, Bibliothèque municipale, 0200	15 (2/3)	1460 circa	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15213&VUE_ID=1389355	Cursiva	Formata	15	1	
559	AMIENS, Bibliothèque municipale, 0201	15 (3/3)	1480-1500 et 16e s. (début)	Heures à l'usage d'Amiens	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15214&VUE_ID=1389480	Textualis	Libraria	16	1	
491	ARLES, Bibliothèque municipale, 0009	15 (2/3)	1451-1475	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7190&VUE_ID=1248278	Textualis	Formata	11	1	
768	ARRAS, Bibliothèque municipale, 0784 (1025)	15	1401-1500	Heures, calendrier en français						
77	ARRAS, Bibliothèque municipale, 0785 (0520)	15	1401-1500	Horae flamingae						
369	AUXERRE, Trésor de la Cathédrale, n°012	15-16	1480-1520	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=16675&VUE_ID=1416054	Textualis	Formata	14	1	
856	CAEN, Musée des Beaux-Arts, Coll. Mancel ms. 0273	15 (2/3)	1451-1475	Heures à l'usage de Coutances	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4351&VUE_ID=960623	Textualis	Formata	14	1	
503	CARPENTRAS, Bibliothèque municipale, 0061	15 (3/3)	1480 circa)	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15655&VUE_ID=1396814	Textualis	Formata	16	1	
1084	CHANTILLY, Bibliothèque du château, Bernier-I-D-041	16	1501-1600	Heures						
206	DIJON, Bibliothèque municipale, 2968	15 (3/3)	1480-1490 circa)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7636&VUE_ID=1253334	Textualis	Formata		1	
657	DOUAI, Bibliothèque municipale, 1711	15	1401-1500	Heures						
1901	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1174	15	14..							oo
1855	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 560	15	14..							oo
1508	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1389	15 (2/3)	1430-1450			Textualis	Formata	13	1	oo
1540	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1424	15 (2/3)	1440-1460			Textualis	Formata	15	1	oo
1345	RENNES, Bibliothèque municipale, 2054	15 (2/2)	1451-1500	Heures à l'usage de Rennes						
282	TROYES, Bibliothèque municipale, 2856	15 (2/3)	1451-1475	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7081&VUE_ID=1245061	Textualis	Formata	16	1	
290	VESOUL, Bibliothèque municipale, 027	14	1301-1400	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12614&VUE_ID=1338691	Textualis	Formata	16	1	
165	BESANCON, Bibliothèque municipale, 0152	15 (2/3)	1451-1475	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7728&VUE_ID=1254987	Textualis	Formata	17	1	
1624	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13288	15 (2/3)	1425-1460						1	oo
786	POITIERS, Bibliothèque municipale, 0047 (308)	15	1401-1500	Heures		Textualis				
327	TOULOUSE, Bibliothèque municipale, 0131	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1555&VUE_ID=456762	Textualis	Formata	14	1	
1177	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0171	15 (3/3)	1475-1500	Heures (fragment) miniature : Portement de croix	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17748&VUE_ID=1440110	Textualis	Formata	10	1	
268	PROVINS, Bibliothèque municipale, 021	15	1401-1500	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4244&VUE_ID=936463	Textualis	Formata	15	1	
1835	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 426	15	14..							oo
1850	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 555	15	14..							oo
167	BESANCON, Bibliothèque municipale, 0154	15 (1/3)	1400-1410 circa)	Heures à l'usage de Tournai	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7730&VUE_ID=1255025	Textualis	Formata	11	1	
1668	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18024	15 (2/2)	1440-1500						1	oo
471	GRENOBLE, Bibliothèque municipale, 2093 (R.07853)	15	1401-1500	Heures, prière en français						
597	PROVINS, Bibliothèque municipale, 023	15 (3/3)	1480-1500	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4247&VUE_ID=937122	Cursiva	Formata	24	1	
1859	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 564	15	14..							oo
871	MONTPELLIER, Bibliothèque municipale, C166	15 (2/3)	1460)	Heures de la Vierge						
1655	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 16313	15 (2/2)	1440-1500						1	oo
1464	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1195	14-15	1381-1420			Textualis	Formata		1	oo
524	AIX-EN-PROVENCE, Bibliothèque municipale, 1801 (1667)	15 (2/3)	1451-1475	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7168&VUE_ID=1247936	Textualis	Formata	13	1	
427	ANGERS, Bibliothèque municipale, 2047	15 (2/3)	1430-1440 circa)	Heures à l'usage d'Angers	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4659&VUE_ID=1019350	Textualis	Formata	15	1	
1246	ANGERS, Musée des Beaux-Arts, 2003.1.074	15 (2/3)	1425-1450	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1386&VUE_ID=423514	Textualis	Formata	15	1	
128	AUTUN, Bibliothèque municipale, S 190	15 (2/2)	1451-1500	Heures à l'usage de Paris						
309	LYON, Bibliothèque municipale, 0575 (0490)	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12370&VUE_ID=1331468	Textualis	Formata	16	1	
1434	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1165	14 (2/2)	1351-1400	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8551&VUE_ID=1269067	Textualis	Formata	14	1	
10	PARIS, Bibliothèque Sainte-Geneviève, 1279	15	1401-1500	Horae v. Mariae	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=13381&VUE_ID=1359330	Textualis	Formata	14	1	
738	LILLE, Bibliothèque municipale, 057 (092)	15	1401-1500	Heures et prières						
542	MARSEILLE, Bibliothèque municipale, 0111	13	1280-1290 circa)	"Psautier ; Heures à l'usage de Thérouanne"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7218&VUE_ID=1248920	Textualis	Formata	19	1	
454	GRENOBLE, Bibliothèque municipale, 0162  (Ms.0650.8)	15 (2/3)	1440-1450 ca	Heures		Textualis	Formata		1	
1924	ROUEN, Bibliothèque municipale, 0366 (A. 581bis)	15 (3/3)	1491	Horae		Humanistique	Libraria			
1917	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1197	15	14..							oo
177	CAMBRAI, Bibliothèque municipale, 0087 (0088)	15 (1/3)	13e s.-14e s.(1296-1311)	Heures à l'usage de Reims	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9937&VUE_ID=1286042	Textualis	Formata	15	1	
1485	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1364	15 (3/3)	1460-1500			Textualis	Libraria	10	1	oo
1355	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1156B	15 (1/3)	1430? Add. 1445?-1450?	Heures de Marguerite d'Orléans		Textualis	Formata		1	http://gallica.bnf.fr/ark:/12148/btv1b52502614h
860	CHARTRES, Bibliothèque municipale, 0545 (0468)	15	1401-1500	Heures, calendrier en français						
783	AUCH, Bibliothèque municipale, 0025	15 (2/3)	1451-1475	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1274&VUE_ID=407646	Textualis	Formata	17	1	
802	METZ, Bibliothèque diocésaine, non coté 1	14-15	1385-1415 ca	Heures						
236	LOCHES, Bibliothèque municipale, 17	14 (2/2)	1351-1400	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=6402&VUE_ID=1237020	Textualis	Formata	14	1	
954	PERIGUEUX, Bibliothèque municipale, 002	14	1301-1400	Heures						
594	CHAMBERY, Musée savoisien, inv. 977-1-1	15 (2/3)	1445-1450 circa)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15962&VUE_ID=1401767	Textualis	Formata	16	1	
1315	ANNECY, Bibliothèque municipale, 008	15	1401-1500	Heures (fragment)						
1420	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1078	15	1401-1500			Textualis	Formata	22	1	oo
1940	London, British Library, MS Add. 35254 V	15-16	1500 ca							
447	GRENOBLE, Bibliothèque municipale, 0155 (1007 bis)	15	1401-1500	Heures à l'usage de Paris						
399	REIMS, Bibliothèque municipale, 0358 (C. 205)	15 (3/3)	1476-1492)	Heures à l'usage de Paris (Livre d'heures de René, duc d'Alençon)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=2406&VUE_ID=625502	Textualis	Formata	16	1	
1522	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1403	14 (3/3)	1380?			Textualis	Formata		1	http://gallica.bnf.fr/ark:/12148/btv1b84522015.r=.langFR
1160	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0082	15 (3/3)	1475-1500	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17621&VUE_ID=1433177	Cursiva	Formata	13	1	
1169	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0158	15 (2/3)	1451-1475	Heures à l'usage de Rome (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17728&VUE_ID=1439504	Textualis	Formata		1	
1374	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3244	15 (2/3)	1440-1460)	Heures à l'usage de Paris [Heures de Jeanne de France]		Textualis	Formata	14	1	http://gallica.bnf.fr/ark:/12148/btv1b8571085n.r=.langFR
1422	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1082	14 (2/3)	1360-1400 (1364 ca)			Textualis	Formata	30	2	http://gallica.bnf.fr/ark:/12148/btv1b84516336.r=.langFR
511	APT, Musée Trésor de la Cathédrale Sainte-Anne, 19	15	1399-1498	Heures à l'usage d'Amiens	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3898&VUE_ID=893175	Cursiva	Formata	18	1	
1564	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10534	15 (3/3)	1460-1490			Textualis	Formata	16	1	oo
1314	ANNECY, Bibliothèque municipale, 004	15	1401-1500	Heures						
1492	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1373	15 (3/3)	1480 ?			Textualis	Formata	18	1	oo
712	MANS (LE), Bibliothèque municipale, 0700	15	1401-1500	Heures à l'usage du Mans	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3289&VUE_ID=792377	Textualis	Formata	12	1	
750	ANNECY, Bibliothèque municipale, 002	NA	"13e s. ; 14e s. ; 15e s. ; 16e s."	"Recueil de dévotion (Purgatoire de saint Patrice ; Vies de saints ; etc.)"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5644&VUE_ID=1217059	Textualis	Libraria	24	1	
500	CARPENTRAS, Bibliothèque municipale, 0057	15 (1/3)	1400-1410 circa)	"Heures ; Recueil de prières"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15651&VUE_ID=1396730	Textualis	Formata	15	1	
898	CHANTILLY, Bibliothèque du château, 1480 (1966)	15 (2/3)	1451-1475	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=459&VUE_ID=230089	Textualis	Formata	16	1	
382	DIJON, Musée des Beaux-Arts, inv. 2204	15 (3/3)	1480-1500	Heures (fragment)						
571	PARIS, Bibliothèque Mazarine, Coll. Faralicq 01	15 (3/3)	1470-1480 circa ?)	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=14871&VUE_ID=1381539	Textualis	Formata	15	1	
1047	BOULOGNE-SUR-MER, Bibliothèque municipale, 1154	15 (1/3)	1410-1420)	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=122&VUE_ID=95538	Textualis	Formata	15	1	
1626	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13290	15 (2/2)	1451-1500						1	oo
1491	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1372	15 (2/3)	1450-1460 circa			Textualis	Formata	15	1	oo
1760	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3114	15 (3/3)	1465-1470?			Cursiva	Formata		1	oo
1378	RIOM, Musée Mandet, C.R. 79.8.07	16 (1/3)	1501-1515	Heures (fragment)						
572	PARIS, Bibliothèque Mazarine, Coll. Faralicq 04	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=14873&VUE_ID=1381571	Textualis	Formata	16	1	
1536	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1420	15 (2/3)	1440-1470			Textualis	Formata	15	1	oo
334	TOULOUSE, Bibliothèque municipale, 0138	16	1501-1600	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=519&VUE_ID=254576	Textualis	Libraria	18	1	
1447	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1178	15 (2/3)	1451-1460?			Textualis	Formata	16	1	oo
955	SAINT-BRIEUC, Bibliothèque municipale, 002	14	1301-1400	Heures, calendrier en latin, avec saints bretons	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=116&VUE_ID=105166	Textualis	Formata	14	1	
297	MOULINS, Bibliothèque municipale, 079	15 (3/3)	1475-1480)	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=6395&VUE_ID=1236848	Cursiva	Formata	23	1	
1837	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 428	15-16	1490-1510							oo
1705	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 915	14 (2/3)	1301-1360						1	oo
1561	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10529	15 (1/3)	1400?-1420?			Textualis	Formata		1	oo
1884	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 642	15	14..							oo
1321	MEAUX, Bibliothèque municipale, 0134	14 (3/3)	1380-1400-15e s.	Heures à l'usage de Châlons-sur-Marne	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4923&VUE_ID=1068742	Textualis	Libraria	19	1	
916	RENNES, Bibliothèque municipale, 0028	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5195&VUE_ID=1116022	Textualis	Formata	14	1	
135	AVRANCHES, Bibliothèque municipale, 0045	15 (2/3)	1440-1475	Heures à l'usage du Mans	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9432&VUE_ID=1279891	Textualis	Formata	15	1	
507	CARPENTRAS, Bibliothèque municipale, 0078	15 (3/3)	1470 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15664&VUE_ID=1397034	Textualis	Formata	14	1	
