ID	Cote	Date_categorie	Datation	Contenu	Lien à la page	Ecriture	Formalité	Nombre de lignes par page complète	Nombre de colonnes	Gallica
1009	LOUVIERS, Bibliothèque municipale, 041	15	1401-1500	Heures (fragment), miniature : Office des morts						
426	ANGERS, Bibliothèque municipale, 0137 (0129)	16 (1/3)	1519 circa	"Heures à l'usage de Saint-Florent de Saumur ; Prières, en vers"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9119&VUE_ID=1275801	Cursiva	Formata	21	1	
373	AUXERRE, Trésor de la Cathédrale, n°018	16	1501-1600	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=16680&VUE_ID=1416126	Cursiva	Libraria	18	1	
884	CHANTILLY, Bibliothèque du château, 0078 (1567)	15 (3/3)	1480-1490 circa	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=204&VUE_ID=130176	Cursiva	Formata	20	1	
797	BAYEUX, Bibliothèque du chapitre, 0082	16	1501-1600	Heures						
1665	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18021	15-16	1480-1520			Textualis	Libraria	20	1	http://gallica.bnf.fr/ark:/12148/btv1b6000515v.r=.langFR
625	ROUEN, Bibliothèque municipale, 0351 (Y. 154)	15	1401-1500	Heures						
1074	PARIS, Musée de Cluny, Cl. 22711	15	1401-1500	Heures (fragment) : Visitation						
749	ALBI, Bibliothèque municipale, 0053 (002)	15 (2/3)	1451-1475	Heures à l'usage de Mende	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=2804&VUE_ID=706872	Semihybrida	Formata	19	1	
1381	CHARTRES, Musée des Beaux-Arts, inv. 11201	15 (3/3)	1475-1500	Heures (fragment), miniature : Crucifixion						
1848	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 439	16	15..							oo
1356	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 9474	16 (1/3)	1505-1508 [CMD 1508]	Grandes Heures d'Anne de Bretagne		Cursiva	Formata	18	1	http://gallica.bnf.fr/ark:/12148/btv1b550093038/ http://gallica.bnf.fr/ark:/12148/btv1b52500984v
658	CAMBRAI, Bibliothèque municipale, 0231 (0221)	16 (2/3)	1570-1571)	Commun des saints-Heures à l'usage de Cambrai (fragment)						
880	CHANTILLY, Bibliothèque du château, 0072 (1119)	16 (1/3)	1503 circa	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=230&VUE_ID=156502	Cursiva	Formata	38	1	
139	BEAUNE, Archives hospitalières, 0005	15 (3/3)	1475-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15975&VUE_ID=1402059	Cursiva	Libraria	21	1	
1527	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1408	16 (1/3)	1500?-1510?			Cursiva	Formata	23	1	http://gallica.bnf.fr/ark:/12148/btv1b9065943c.r=.langFR
1827	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 291	16 (1/3)	1510-1515 ca			Hybrida	Formata	23		oo
348	LYON, Bibliothèque municipale, 0583 (0499)	15 (3/3)	1495-1500 ca	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12378&VUE_ID=1331662	Cursiva	Formata	23	1	
1472	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1349	15	1401-1500			Hybrida	Formata	12	1	oo
220	DOUAI, Bibliothèque municipale, 0188	15 (1/3)	1425-1435 circa)	"Cinq joies de ste Anne, en prose ; Heures à l'usage de Thérouanne"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=10870&VUE_ID=1303151	Textualis	Formata	14	1	
938	SOISSONS, Bibliothèque municipale, 0111 (102)	15	1401-1500	Heures						
1678	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18034	16 (1/3)	1502 (impr.) et 1530? (ms.)						1	oo
1589	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10560	15 (3/3)	1490-1500			Cursiva	Formata	22	1	oo
1713	Paris, Bibl. Nat. Fr. 1869	15-16	1500?			Cursiva	Libraria		1	oo
181	CARPENTRAS, Bibliothèque municipale, 0081	15 (1/3)	1401-1425	Heures, prières en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15667&VUE_ID=1397117	Textualis	Formata	17	1	
798	BAYEUX, Bibliothèque du chapitre, 0083	15	1401-1500	Heures						
611	ROUEN, Bibliothèque municipale, 0328 (A. 552)	15	1401-1500	Heures à l'usage de Rouen						
499	CARPENTRAS, Bibliothèque municipale, 0056	15 (2/3)	1451-1475	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15650&VUE_ID=1396712	Textualis	Formata	15	1	
1123	CHALON-SUR-SAONE, Musée Denon, inv. 2005.0.3.17	15	1401-1500	Heures						
605	CHAUMONT, Bibliothèque municipale, 0034 (027)	15 (3/3)	1480-1500	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5092&VUE_ID=1097888	Textualis	Formata	27	1	
404	BOURGES, Musée du Berry, inv. 1955.X.44	16 (1/3)	16e s. (premier quart)	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15841&VUE_ID=1399959	Textualis	Formata		1	
405	BOURGES, Musée du Berry, inv. 1955.X.45	16 (1/3)	16e s. (premier quart)	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15842&VUE_ID=1399960	Textualis	Formata		1	
1382	CHARTRES, Musée des Beaux-Arts, inv. 11202	16 (2/3)	16e s. (deuxième quart ?)	Heures (fragment), miniature : Dormition de la Vierge						
1841	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 432	15 (3/3)	1490 ca			Cursiva	Formata		1	oo
1745	Paris, Bibl. Nat. Smith-Lesouëf 40	15 (3/3)	1475-1500			Cursiva	Libraria/Currens		1	oo
892	CHANTILLY, Bibliothèque du château, 0088 (1123)	17	17e s. (1647)	Heures du duc de Saint-Aignan	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=243&VUE_ID=164239	Humanistique cursive		17	1	
1441	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1172	15 (2/3)	1451-1470			Textualis	Formata	17	1	oo
1651	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 14828	15 (3/3)	1480-1500?			Hybrida	Formata		1	oo
455	GRENOBLE, Bibliothèque municipale, 0163  (Ms.0787)	15	1401-1500	Heures						
7	MONTPELLIER, Bibliothèque municipale, 027	16 (1/3)	1519)	Horae B. Mariae Virginis cum calendario		Textualis	Formata	19	1	
1905	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1181	15	14..							oo
476	NANTES, Musée Dobrée, 0028	15 (3/3)	1480-1500	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4329&VUE_ID=954683	Cursiva	Formata	20	1	
1743	Paris, Bibl. Nat. Smith-Lesouëf 38	16 (1/3)	1501-1530			Textualis meridionalis	Libraria		1	oo
1868	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 573	16	15..							oo
1911	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1191	16 (1/3)	1504 ante			Cursiva	Formata	32	1	oo
1468	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1329	15 (2/3)	1451-1473			Textualis	Libraria	21	2	oo
615	ROUEN, Bibliothèque municipale, 0340 (A. 587)	15	1401-1500	Heures						
748	ALBI, Bibliothèque municipale, 0052 (004)	15	1401-1500	Heures à l'usage de Mende	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=2801&VUE_ID=706523	Textualis	Formata	16	1	
92	BORDEAUX, Bibliothèque municipale, 0095	15	1401-1500	Horae, cum calendario	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3897&VUE_ID=893082	Cursiva	Libraria	18	1	
891	CHANTILLY, Bibliothèque du château, 0087 (1557)	16	1501-1600	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=242&VUE_ID=164110	Humanistique	Formata	22	1	
1124	CHALON-SUR-SAONE, Musée Denon, inv. 2005.0.3.18	15	1401-1500	Heures						
960	GRENOBLE, Bibliothèque municipale, 0166  (Ms.1007)	16	1501-1600	Heures						
959	GRENOBLE, Bibliothèque municipale, 0167  (Ms.1011)	16	1501-1600	Heures						
1359	NANTERRE, Archives départementales des Hauts-de-Seine, Desguine, ms. 061	15	1401-1500	Heures						
384	DIJON, Musée des Beaux-Arts, Coll. Dard 193	15 (3/3)	1480-1500	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15849&VUE_ID=1400022	Cursiva	Formata	23	1	
1842	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 433	15	14..							oo
893	CHANTILLY, Bibliothèque du château, 0094 (1285)	17	17e s.	Heures pour Madame Chamillart	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=248&VUE_ID=165803	Humanistique cursive		16	1	
1592	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10563	16 (1/3)	1531			Humanistique	Formata	20	1	oo
156	BESANCON, Bibliothèque municipale, 0136	15 (3/3)	1495-1503 circa	Heures à l'usage de Sarum et de Poitiers	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7716&VUE_ID=1254300	Cursiva	Formata	22	1	
752	ABBEVILLE, Bibliothèque municipale, 013	14-15	1385-1415 ca	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15037&VUE_ID=1384841	Textualis	Formata	18	1	
371	AUXERRE, Trésor de la Cathédrale, n°015	16	1501-1600	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=16678&VUE_ID=1416103	Textualis	Libraria	18	1	
182	CARPENTRAS, Bibliothèque municipale, 0106	0		Heures						
598	DOUAI, Bibliothèque municipale, 0187	15 (3/3)	1480-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=10869&VUE_ID=1303129	Textualis	Formata	18	1	
1664	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18020	15 (2/2)	1440-1500						1	oo
1883	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 641	15 (2/3)	1451-1475			Textualis	Formata	20		http://gallica.bnf.fr/ark:/12148/btv1b55005731r.r=.langFR
1497	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1378	16 (1/3)	1500-1510 ?			Cursiva	Formata	18	1	oo
599	ROUEN, Bibliothèque municipale, 3016 (Leber 0006)	13	1225-1250	Psautier-heures à l'usage de Paris						
91	BORDEAUX, Bibliothèque municipale, 0093	14	1301-1400	Horae, cum calendario	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3899&VUE_ID=893293	Textualis	Formata	15	1	
899	ROCHELLE (LA), Bibliothèque municipale, 0375	14	1301-1400	Heures à l'usage de Tours						
1166	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0137	15 (3/3)	1475-1500	Heures (fragment) : Sainte Anne et Vierge de la Divine Conception	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17696&VUE_ID=1437172	Cursiva	Formata	18	1	
1167	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0138	15 (3/3)	1475-1500	Heures (fragment) : miniature d’un saint guerrier franciscain, tenant une lance et un livre (saint Jean deCapistran?)						
1156	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Ms. 0479	15 (3/3)	1475-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3261&VUE_ID=788751	Cursiva	Formata	13	1	
766	ARRAS, Bibliothèque municipale, 0751 (0780)	15	1401-1500	Heures						
1162	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0094	16 (1/3)	1510-1515)	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17635&VUE_ID=1433625	Cursiva	Formata	25	1	
1163	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0095	16 (1/3)	1510-1515)	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17636&VUE_ID=1433629	Cursiva	Formata	21	1	
1168	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0150	15 (3/3)	1475-1500	Heures ? (fragment) miniature : Démons précipités dans les Enfers						
1588	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10559	15-16	1495-1505			Hybrida	Formata	23	1	oo
1500	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1381	15-16	1495-1510			Cursiva	Formata	24	1	oo
1526	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1407	15-16	1480-1515?						2	oo
930	ROUEN, Bibliothèque municipale, 0358 (Y. 144)	16	1501-1600	Heures						
1587	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10558	16 (2/3)	1550?-1554? [CMD 1522 ante]			Humanistique	Formata		1	http://gallica.bnf.fr/ark:/12148/btv1b8447764p.r=.langFR
403	BOURGES, Bibliothèque municipale, 0385	15 (3/3)	1490-1499	Heures à l'usage de Bourges	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7343&VUE_ID=1251123	Cursiva	Formata	17	1	
925	RENNES, Bibliothèque municipale, 0037	16	1501-1600	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5221&VUE_ID=1120249	Humanistique	Formata	17	1	
1113	CAEN, Bibliothèque municipale, rés. B 980	16 (1/3)	1525)	Heures à l'usage de Rome, Paris, Simon de Colines pour Geoffroy Tory	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7259&VUE_ID=1250299	Humanistique	Formata	33	1	
1908	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1188	15-16	1475-1525							oo
1618	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13281	15 (3/3)	1480-1500?	Horae ad usum Romae ecclesiae		Textualis	Formata		1	oo
1161	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0085	15 (2/3)	1451-1475	Heures ? (fragment), enluminure :  Résurrection du Christ	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17624&VUE_ID=1433186	Textualis	Formata		1	
180	CARPENTRAS, Bibliothèque municipale, 0074	15 (2/3)	1440-1475	Heures, prières en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15661&VUE_ID=1396909	Textualis	Libraria	18	1	
505	CARPENTRAS, Bibliothèque municipale, 0075	13	1225-1250 et 1401-1500	"Psautier à l'usage de Reims ; Heures à l'usage de Mende"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15662&VUE_ID=1396957	Textualis	Formata	20	1	
1542	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1426A	15 (3/3)	1475-1480			Cursiva	Libraria/Currens	25	1	oo
1103	ANGERS, Bibliothèque municipale, 2111	16 (1/3)	1510-1520 circa)	Heures à l'usage d'Angers	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1141&VUE_ID=382710	Humanistique	Formata	19	1	
1733	Paris, Bibl. Nat. Smith-Lesouëf 27	15 (3/3)	1485-1490 [CMD 1482 post]			Textualis meridionalis	Formata		1	oo
727	SAINT-GERMAIN-EN-LAYE, Bibliothèque municipale, 003	15	1401-1500	Heures						
1505	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1386	15 (2/3)	1440-1460			Textualis	Formata	14	1	oo
620	ROUEN, Bibliothèque municipale, 0345 (Y. 145)	15	1401-1500	Heures						
1604	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13266	15-16	1490-1510			Cursiva	Formata	23	1	oo
886	CHANTILLY, Bibliothèque du château, 0081 (1057)	15 (3/3)	1490 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=237&VUE_ID=163216	Textualis	Formata	22	1	
11	PONT-A-MOUSSON, Bibliothèque municipale, 002	15	1401-1500	Horae ad usum Mariae Virginis						
1630	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13294	15 (3/3)	1480-1500			Textualis	Formata	18	1	oo
31	NANTES, Musée Dobrée, 0027	13	1201-1300	"Horae beatae Mariae Virginis ; Officium defunctorum (fragments)"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4328&VUE_ID=954651	Textualis	Libraria	20	1	
1271	CHALONS-EN-CHAMPAGNE, Musée des Beaux-Arts, inv. 0861.1.170	16 (1/3)	1501-1515	Heures ? (fragment)						
1272	CHALONS-EN-CHAMPAGNE, Musée des Beaux-Arts, inv. 0861.1.171	16 (1/3)	1501-1515	Heures ? (fragment)						
1273	CHALONS-EN-CHAMPAGNE, Musée des Beaux-Arts, inv. 0861.1.173	16 (1/3)	1501-1515	Heures ? (fragment)						
1780	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3201	15 (3/3)	1480-1490			Cursiva	Formata	16	1	http://gallica.bnf.fr/ark:/12148/btv1b53000319s.r=.langFR
1493	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1374	15 (3/3)	1480?-1485?			Cursiva	Libraria/Formata		1	oo
621	ROUEN, Bibliothèque municipale, 0346 (Y. 146)	15	1401-1500	Heures						
560	AMIENS, Bibliothèque municipale, 0203	15 (3/3)	1475-1500	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15215&VUE_ID=1389546	Cursiva	Libraria	15	1	
93	LILLE, Bibliothèque municipale, 069 (014)	16	1501-1600	"Horae ; Orationes"						
717	SOLESMES, Bibliothèque de l'abbaye Saint-Pierre, 025	15	1401-1500	Heures à l'usage de Tours	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12817&VUE_ID=1340974	Cursiva	Formata	16	1	
391	CHALONS-EN-CHAMPAGNE, Bibliothèque municipale, 0028 (0030)	15 (3/3)	1480-1500	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9486&VUE_ID=1280467	Cursiva	Formata	26	1	
788	POITIERS, Bibliothèque municipale, 0051 (332)	15	1401-1500	Heures à l'usage de Rome		Textualis				
132	AVIGNON, Bibliothèque municipale, 0210	0								oo
961	GRENOBLE, Bibliothèque municipale, 0168  (Ms.1008)	16	1501-1600	Heures						
1750	New York, Pierpont Morgan Library, MS M.732	16 (1/3)	1518?			Cursiva	Formata	17	1	
379	DIJON, Musée des Beaux-Arts, inv. 2199	16 (1/3)	16e s. (premier quart)	Heures ? (fragment)						
430	LYON, Bibliothèque municipale, P.A. 021	15 (2/3)	1433-1466	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12557&VUE_ID=1337295	Textualis	Libraria	16	1	
54	ROUEN, Bibliothèque municipale, 3026 (Leber 0140)	15	1401-1500	Horae, cum calendario						
1541	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1425	15 (2/3)	1449			Textualis	Libraria		1	oo
408	SENS, Bibliothèque municipale, 034	15	1401-1500	Heures						
265	POITIERS, Bibliothèque municipale, 0055 (334)	15 (3/3)	1490 circa)	Heures à l'usage de Tours		Cursiva				
767	ARRAS, Bibliothèque municipale, 0782 (1023)	15	1401-1500	Heures, calendrier en français						
775	ARRAS, Bibliothèque municipale, 0899 (1020)	15	1401-1500	Heures, calendrier en français						
1465	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1197	15 (3/3)	1475-1500			Textualis	Libraria	13	1	oo
20	TOULOUSE, Bibliothèque municipale, 0140	15	1401-1500	Horae v. Mariae	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7880&VUE_ID=1257555	Cursiva	Formata		1	
1114	VIRE, Bibliothèque municipale, A 0507	15 (3/3)	1480 circa)	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=167&VUE_ID=103461	Cursiva	Formata	20	1	
1570	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10541	15 (2/3)	1430-1460			Textualis	Formata	14	1	oo
628	ROUEN, Bibliothèque municipale, 0356 (Y. 161)	15	1401-1500	Heures						
902	AMIENS, Bibliothèque municipale, 2556	15-16	1500 circa)	Heures à l'usage de Cluny	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15342&VUE_ID=1391543	Cursiva	Formata	23	1	
870	CARPENTRAS, Bibliothèque municipale, 0076	16	1501-1600	Heures						
887	CHANTILLY, Bibliothèque du château, 0082 (1400)	15 (3/3)	1490 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=238&VUE_ID=163377	Textualis	Formata	21	1	
303	USSEL, Musée du pays d'Ussel, 0001	14 (3/3)	1399-1400 circa)	Heures de Peyre de Bonetos	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15845&VUE_ID=1399976	Textualis	Formata	18	1	
1820	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 281	15 (2/3)	1455 (daté)							oo
596	PROVINS, Bibliothèque municipale, 020	15 (3/3)	1470-1480 circa)	Heures à l'usage de Lisieux	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4243&VUE_ID=936349	Textualis	Formata	16	1	
1494	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1375	16 (1/3)	1506-1510 [Avril-Reynaud 1500 ca]			Humanistique	Formata		1	oo
1137	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0022	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=2976&VUE_ID=745292	Textualis	Formata	15	1	
548	AMIENS, Bibliothèque municipale, Lescalopier 018	15 (2/3)	1451-1475	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15353&VUE_ID=1391922	Textualis	Formata	18	1	
1633	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13297	15 (3/3)	1480-1500			Cursiva	Formata	22	1	oo
1300	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 654 réserve	16 (1/2)	1501-1550)	Heures à l'usage de Rome		Textualis	Formata	26		http://gallica.bnf.fr/ark:/12148/btv1b8596871g.r=.langFR
1902	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1175	16 (1/3)	1501-1525			Hybrida	Formata	28		http://gallica.bnf.fr/ark:/12148/btv1b55008174h
1580	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10551	15-16	1490-1510			Cursiva	Formata	17	1	oo
896	MELUN, Bibliothèque municipale, 0010	15 (3/3)	1480-1500	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4537&VUE_ID=991008	Textualis	Formata	20	1	
193	CLERMONT-FERRAND, Bibliothèque municipale (Bibliothèque du Patrimoine), 0076 (069)	15 (3/3)	1475-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12096&VUE_ID=1324963	Cursiva	Libraria	32	1	
696	AMIENS, Bibliothèque municipale, 2539	15 (2/3)	1451-1475	Heures à l'usage d'Amiens	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15340&VUE_ID=1391425	Textualis	Formata	16	1	
1361	NANTERRE, Archives départementales des Hauts-de-Seine, Desguine, ms. 063	15	1401-1500	Heures						
444	GRENOBLE, Bibliothèque municipale, 0152  (Ms.1004)	15	1401-1500	Heures						
